PAYER NAME,STATE NAME,ACRONYM,EXPANSION,Explanation,Coverage Status
AARP Medicare Plans from United Healthcare,Hawaii,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Hawaii,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Hawaii,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
AARP Medicare Plans from United Healthcare,Hawaii,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Hawaii,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Hawaii,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
AARP Medicare Plans from United Healthcare,Hawaii,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
AARP Medicare Plans from United Healthcare,Hawaii,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
AARP Medicare Plans from United Healthcare,Hawaii,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Covered with Condition
AARP Medicare Plans from United Healthcare,Hawaii,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
AARP Medicare Plans from United Healthcare,Hawaii,MME ,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Covered with Condition
AARP Medicare Plans from United Healthcare,Hawaii,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Covered with Condition
AARP Medicare Plans from United Healthcare,Hawaii,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Idaho,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Idaho,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Idaho,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Idaho,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,MME ,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Covered with Condition
AARP Medicare Plans from United Healthcare,Idaho,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
AARP Medicare Plans from United Healthcare,Illinois,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Illinois,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
